id_hecho,titulo,descripcion,categoria,latitud,longitud,fecha_del_hecho
2361,Corrupción en un barrio residencial en plena hora pico 41612714,"Un hecho de corrupción se registró en un transporte público en la calle Diagonal Güemes, en plena noche, según testigos.",Corrupción,-34.674412,-58.504679,6/5/2023
2362,Estafa en las afueras en plena noche 93353477,"Un hecho de estafa fue reportado en una zona turística en la calle Calle 9, durante el fin de semana, según testigos.",Estafa,-34.552548,-58.442007,1/8/2021
2363,Robo en una estación de servicio en plena noche 17608911,"Un hecho de robo tuvo lugar en una zona turística en la calle Diag. 4, al amanecer, según testigos.",Robo,-34.625864,-58.524516,4/5/2020
2364,Robo en un barrio residencial en un día lluvioso 40872405,"Un hecho de robo fue denunciado en un parque público en la calle Av. Santa Cruz, al amanecer, según testigos.",Robo,-34.645381,-58.502069,25/7/2024
2365,Violencia de género en un supermercado por la mañana 17225052,"Un hecho de violencia de género se registró en una zona turística en la calle Av. 1, por la mañana, según testigos.",Violencia de género,-34.579393,-58.390473,26/9/2024
2366,Homicidio en las afueras en plena hora pico 94149864,"Un hecho de homicidio fue captado por cámaras en una estación de servicio en la calle Diagonal Bahía Blanca, en plena noche, según testigos.",Homicidio,-34.633938,-58.459423,26/12/2020
2367,Estafa en un parque público en un día lluvioso 66848975,"Un hecho de estafa fue reportado en el centro de la ciudad en la calle Calle San Luis, a media tarde, según testigos.",Estafa,-34.681763,-58.487195,4/8/2021
2368,Homicidio en un transporte público en plena hora pico 56778774,"Un hecho de homicidio fue reportado en las afueras en la calle Avenida Constitución, en plena noche, según testigos.",Homicidio,-34.639308,-58.3859,23/9/2023
2369,Venta de drogas en el centro de la ciudad al amanecer 58043336,"Un hecho de venta de drogas fue captado por cámaras en una zona turística en la calle Calle 8, a media tarde, según testigos.",Venta de drogas,-34.605616,-58.446194,28/12/2024
2370,Vandalismo en un supermercado en un día lluvioso 60188586,"Un hecho de vandalismo fue investigado en un parque público en la calle Blv. San Martin, en plena hora pico, según testigos.",Vandalismo,-34.563548,-58.504851,5/1/2023
2371,Amenaza en una zona turística en plena temporada de vacaciones 77855335,"Un hecho de amenaza generó intervención policial en un parque público en la calle Diagonal La Rioja, por la mañana, según testigos.",Amenaza,-34.612978,-58.409647,4/12/2022
2372,Allanamiento en un transporte público por la mañana 83890669,"Un hecho de allanamiento fue captado por cámaras en una calle transitada en la calle Boulevard 4, al amanecer, según testigos.",Allanamiento,-34.644779,-58.36513,11/7/2021
2373,Homicidio en las afueras en plena noche 32775316,"Un hecho de homicidio se registró en una calle transitada en la calle Av. Córdoba, en plena temporada de vacaciones, según testigos.",Homicidio,-34.577484,-58.487808,12/1/2024
2374,Hurto en el centro de la ciudad al amanecer 89056279,"Un hecho de hurto generó intervención policial en una zona turística en la calle Calle Güemes, durante el fin de semana, según testigos.",Hurto,-34.610636,-58.37239,2/10/2023
2375,Homicidio en una zona turística al amanecer 48117553,"Un hecho de homicidio fue reportado en un transporte público en la calle Camino 6, en un día lluvioso, según testigos.",Homicidio,-34.683694,-58.403597,5/7/2020
2376,Delito informático en el centro de la ciudad al amanecer 62914628,"Un hecho de delito informático fue denunciado en un transporte público en la calle Calle Rivadavia, durante el fin de semana, según testigos.",Delito informático,-34.64197,-58.512314,1/3/2025
2377,Homicidio en un parque público a media tarde 87080043,"Un hecho de homicidio fue investigado en una zona turística en la calle Av. J.J. Castelli, en plena noche, según testigos.",Homicidio,-34.692463,-58.491538,11/12/2022
2378,Homicidio en las afueras a media tarde 82801555,"Un hecho de homicidio generó intervención policial en un supermercado en la calle Blv. Corrientes, al amanecer, según testigos.",Homicidio,-34.563008,-58.525556,25/8/2023
2379,Venta de drogas en una estación de servicio en plena noche 91960936,"Un hecho de venta de drogas motivó una llamada al 911 en un barrio residencial en la calle Diagonal Rawson, al amanecer, según testigos.",Venta de drogas,-34.682864,-58.37349,26/1/2023
2380,Accidente de tránsito en un supermercado en plena temporada de vacaciones 67760140,"Un hecho de accidente de tránsito ocurrió en el centro de la ciudad en la calle Diagonal Omar Nuñez, por la mañana, según testigos.",Accidente de tránsito,-34.698647,-58.508488,23/11/2023
2381,Allanamiento en las afueras en plena hora pico 80717736,"Un hecho de allanamiento fue reportado en una estación de servicio en la calle Av. Malvinas Argentinas, durante el fin de semana, según testigos.",Allanamiento,-34.66723,-58.420541,8/8/2020
2382,Amenaza en un transporte público en plena noche 82150258,"Un hecho de amenaza fue reportado en un parque público en la calle Avenida Ushuaia, al amanecer, según testigos.",Amenaza,-34.669994,-58.517079,10/1/2024
2383,Hurto en una zona turística a media tarde 5600778,"Un hecho de hurto fue captado por cámaras en un supermercado en la calle Avenida 8, durante el fin de semana, según testigos.",Hurto,-34.567729,-58.47662,19/4/2023
2384,Delito informático en las afueras en plena hora pico 74140248,"Un hecho de delito informático generó intervención policial en un parque público en la calle Calle 9, al amanecer, según testigos.",Delito informático,-34.674243,-58.423069,18/7/2024
2385,Delito informático en el centro de la ciudad en un día lluvioso 41747667,"Un hecho de delito informático motivó una llamada al 911 en un supermercado en la calle Blv. 120 A, en plena hora pico, según testigos.",Delito informático,-34.560335,-58.473576,20/12/2024
2386,Homicidio en un barrio residencial en un día lluvioso 38565871,"Un hecho de homicidio se registró en un barrio residencial en la calle Avenida Rawson, en un día lluvioso, según testigos.",Homicidio,-34.594503,-58.528369,14/3/2024
2387,Corrupción en una estación de servicio al amanecer 36190823,"Un hecho de corrupción fue reportado en un barrio residencial en la calle Blv. Córdoba, en plena hora pico, según testigos.",Corrupción,-34.593913,-58.391114,12/4/2024
2388,Robo en las afueras a media tarde 51616692,"Un hecho de robo fue denunciado en un supermercado en la calle Blv. Córdoba, al amanecer, según testigos.",Robo,-34.606883,-58.461103,18/10/2020
2389,Allanamiento en una calle transitada por la mañana 2567387,"Un hecho de allanamiento fue denunciado en el centro de la ciudad en la calle Avenida La Rioja, durante el fin de semana, según testigos.",Allanamiento,-34.606677,-58.414228,20/10/2024
2390,Corrupción en un parque público durante el fin de semana 87505491,"Un hecho de corrupción se detectó en una calle transitada en la calle Diagonal Viedma, en plena hora pico, según testigos.",Corrupción,-34.688435,-58.525494,9/6/2022
2391,Corrupción en una calle transitada al amanecer 72292919,"Un hecho de corrupción ocurrió en un parque público en la calle Av. Salta, en un día lluvioso, según testigos.",Corrupción,-34.608858,-58.361081,7/3/2022
2392,Hurto en una calle transitada en plena temporada de vacaciones 64190187,"Un hecho de hurto fue reportado en el centro de la ciudad en la calle Calle Tucumán, a media tarde, según testigos.",Hurto,-34.617803,-58.475845,1/8/2024
2393,Amenaza en un supermercado en plena hora pico 18837936,"Un hecho de amenaza fue denunciado en una estación de servicio en la calle Avenida 5, en plena noche, según testigos.",Amenaza,-34.68467,-58.380966,23/6/2024
2394,Vandalismo en una zona turística en plena hora pico 62094173,"Un hecho de vandalismo fue denunciado en el centro de la ciudad en la calle Camino 6, en un día lluvioso, según testigos.",Vandalismo,-34.563244,-58.402397,25/9/2024
2395,Estafa en una calle transitada en plena noche 65006865,"Un hecho de estafa fue captado por cámaras en el centro de la ciudad en la calle Calle 7, en plena noche, según testigos.",Estafa,-34.698258,-58.488621,26/5/2024
2396,Amenaza en el centro de la ciudad al amanecer 39332151,"Un hecho de amenaza fue reportado en las afueras en la calle Diagonal Omar Nuñez, por la mañana, según testigos.",Amenaza,-34.593986,-58.408919,20/6/2022
2397,Venta de drogas en una calle transitada al amanecer 96303470,"Un hecho de venta de drogas fue investigado en un barrio residencial en la calle Diagonal 3, a media tarde, según testigos.",Venta de drogas,-34.658913,-58.523434,23/7/2022
2398,Corrupción en un transporte público por la mañana 23718939,"Un hecho de corrupción se registró en un transporte público en la calle Avenida San Juan, al amanecer, según testigos.",Corrupción,-34.661877,-58.399174,4/8/2021
2399,Allanamiento en una estación de servicio durante el fin de semana 31843669,"Un hecho de allanamiento fue denunciado en una calle transitada en la calle Avenida 8, en plena noche, según testigos.",Allanamiento,-34.599306,-58.46308,14/8/2023
2400,Accidente de tránsito en un barrio residencial en un día lluvioso 71584031,"Un hecho de accidente de tránsito fue denunciado en una estación de servicio en la calle Av. 2, durante el fin de semana, según testigos.",Accidente de tránsito,-34.654147,-58.390648,19/2/2025
2401,Homicidio en una calle transitada por la mañana 75043555,"Un hecho de homicidio tuvo lugar en un barrio residencial en la calle Av. J.J. Castelli, en plena temporada de vacaciones, según testigos.",Homicidio,-34.57498,-58.462547,19/4/2025
2402,Accidente de tránsito en una zona turística a media tarde 43428324,"Un hecho de accidente de tránsito se detectó en un supermercado en la calle Calle Alem, en plena noche, según testigos.",Accidente de tránsito,-34.575178,-58.35069,30/10/2020
2403,Amenaza en una estación de servicio en plena hora pico 68208499,"Un hecho de amenaza fue reportado en una calle transitada en la calle Boulevard Tierra del Fuego, al amanecer, según testigos.",Amenaza,-34.602805,-58.468421,14/9/2024
2404,Homicidio en una estación de servicio en un día lluvioso 73008375,"Un hecho de homicidio fue captado por cámaras en una estación de servicio en la calle Calle 1, al amanecer, según testigos.",Homicidio,-34.565438,-58.52229,6/6/2024
2405,Delito informático en un barrio residencial por la mañana 32821251,"Un hecho de delito informático fue captado por cámaras en las afueras en la calle Blv. Corrientes, al amanecer, según testigos.",Delito informático,-34.608081,-58.471322,11/4/2024
2406,Estafa en las afueras al amanecer 82128862,"Un hecho de estafa fue investigado en una calle transitada en la calle Calle Salta, por la mañana, según testigos.",Estafa,-34.579026,-58.388081,6/6/2024
2407,Homicidio en un barrio residencial al amanecer 72121826,"Un hecho de homicidio fue investigado en un parque público en la calle Diagonal Malvinas Argentinas, en plena temporada de vacaciones, según testigos.",Homicidio,-34.669673,-58.37816,3/8/2024
2408,Vandalismo en una zona turística al amanecer 13510288,"Un hecho de vandalismo se detectó en el centro de la ciudad en la calle Avenida Mendoza, durante el fin de semana, según testigos.",Vandalismo,-34.665121,-58.488261,13/8/2020
2409,Homicidio en un barrio residencial a media tarde 35661629,"Un hecho de homicidio generó intervención policial en un barrio residencial en la calle Diag. 3, en un día lluvioso, según testigos.",Homicidio,-34.619671,-58.524073,22/10/2023
2410,Delito informático en un supermercado durante el fin de semana 20773006,"Un hecho de delito informático fue investigado en las afueras en la calle Av. La Rioja, a media tarde, según testigos.",Delito informático,-34.692565,-58.380081,17/10/2021
2411,Hurto en un parque público al amanecer 34443798,"Un hecho de hurto fue reportado en una estación de servicio en la calle Diagonal Santa Fe, en un día lluvioso, según testigos.",Hurto,-34.684474,-58.394838,5/3/2023
2412,Violencia de género en un barrio residencial en plena temporada de vacaciones 42369235,"Un hecho de violencia de género fue captado por cámaras en una estación de servicio en la calle Avenida 8, a media tarde, según testigos.",Violencia de género,-34.68755,-58.443541,2/7/2024
2413,Accidente de tránsito en un barrio residencial en plena temporada de vacaciones 28597354,"Un hecho de accidente de tránsito fue denunciado en un parque público en la calle Av. Belgrano, en un día lluvioso, según testigos.",Accidente de tránsito,-34.557197,-58.464653,30/4/2021
2414,Homicidio en una calle transitada al amanecer 85791575,"Un hecho de homicidio tuvo lugar en un parque público en la calle Av. 2, en un día lluvioso, según testigos.",Homicidio,-34.657696,-58.417722,9/1/2025
2415,Allanamiento en un parque público por la mañana 59333081,"Un hecho de allanamiento fue captado por cámaras en el centro de la ciudad en la calle Boulevard Catamarca, durante el fin de semana, según testigos.",Allanamiento,-34.697753,-58.370294,24/6/2021
2416,Hurto en una calle transitada a media tarde 94549412,"Un hecho de hurto fue reportado en un parque público en la calle Av. J.J. Castelli, a media tarde, según testigos.",Hurto,-34.691269,-58.500805,11/1/2022
2417,Delito informático en un supermercado en un día lluvioso 42039291,"Un hecho de delito informático ocurrió en un barrio residencial en la calle Diagonal San Juan, en plena temporada de vacaciones, según testigos.",Delito informático,-34.631046,-58.453674,24/10/2022
2418,Hurto en un barrio residencial en plena noche 76120975,"Un hecho de hurto fue investigado en una calle transitada en la calle Blv. G. Brown, en plena hora pico, según testigos.",Hurto,-34.680465,-58.477247,20/7/2020
2419,Estafa en el centro de la ciudad al amanecer 81871696,"Un hecho de estafa tuvo lugar en el centro de la ciudad en la calle Diagonal Buenos Aires, en plena temporada de vacaciones, según testigos.",Estafa,-34.598078,-58.521726,26/1/2023
2420,Amenaza en una calle transitada por la mañana 3229192,"Un hecho de amenaza fue denunciado en un barrio residencial en la calle Calle Catamarca, por la mañana, según testigos.",Amenaza,-34.57889,-58.365352,17/12/2024
2421,Corrupción en el centro de la ciudad en plena noche 8845345,"Un hecho de corrupción motivó una llamada al 911 en una zona turística en la calle Av. 152 A, al amanecer, según testigos.",Corrupción,-34.650296,-58.489445,8/6/2024
2422,Vandalismo en un supermercado por la mañana 45508203,"Un hecho de vandalismo se registró en una zona turística en la calle Calle Omar Nuñez, en un día lluvioso, según testigos.",Vandalismo,-34.640815,-58.506492,16/9/2023
2423,Violencia de género en un parque público en plena hora pico 93760622,"Un hecho de violencia de género fue investigado en un barrio residencial en la calle Boulevard 2, en plena temporada de vacaciones, según testigos.",Violencia de género,-34.560364,-58.405604,28/7/2020
2424,Estafa en un transporte público en plena hora pico 41321700,"Un hecho de estafa tuvo lugar en un transporte público en la calle Calle San Martin, al amanecer, según testigos.",Estafa,-34.686396,-58.423414,21/5/2024
2425,Estafa en un barrio residencial en un día lluvioso 98607355,"Un hecho de estafa fue investigado en las afueras en la calle Diagonal La Pampa, al amanecer, según testigos.",Estafa,-34.64617,-58.357607,29/4/2023
2426,Robo en un barrio residencial a media tarde 44258432,"Un hecho de robo fue captado por cámaras en una zona turística en la calle Av. Santa Fe, en plena hora pico, según testigos.",Robo,-34.647065,-58.470784,28/6/2021
2427,Amenaza en una calle transitada durante el fin de semana 35819629,"Un hecho de amenaza se detectó en un barrio residencial en la calle Avenida Santiago del Estero, durante el fin de semana, según testigos.",Amenaza,-34.67089,-58.351439,6/2/2023
2428,Vandalismo en un transporte público por la mañana 40129599,"Un hecho de vandalismo motivó una llamada al 911 en una zona turística en la calle Diag. La Pampa, en plena temporada de vacaciones, según testigos.",Vandalismo,-34.655165,-58.456917,1/7/2023
2429,Corrupción en las afueras al amanecer 86347068,"Un hecho de corrupción fue denunciado en una zona turística en la calle Av. 7, en plena temporada de vacaciones, según testigos.",Corrupción,-34.668281,-58.446552,5/3/2025
2430,Estafa en un transporte público en plena temporada de vacaciones 74944168,"Un hecho de estafa fue captado por cámaras en una calle transitada en la calle Diagonal 3, por la mañana, según testigos.",Estafa,-34.57317,-58.360754,9/10/2023
2431,Estafa en un parque público en plena noche 57573404,"Un hecho de estafa fue reportado en el centro de la ciudad en la calle Av. San Ferando del Valle de Catamarca, en un día lluvioso, según testigos.",Estafa,-34.646823,-58.472827,19/6/2024
2432,Hurto en una calle transitada en plena noche 92076057,"Un hecho de hurto se registró en una zona turística en la calle Diagonal 2, al amanecer, según testigos.",Hurto,-34.657834,-58.356662,20/11/2021
2433,Violencia de género en un parque público en un día lluvioso 10489012,"Un hecho de violencia de género fue denunciado en una calle transitada en la calle Boulevard 9, a media tarde, según testigos.",Violencia de género,-34.59909,-58.468326,16/6/2022
2434,Delito informático en el centro de la ciudad a media tarde 59694404,"Un hecho de delito informático fue investigado en una calle transitada en la calle Av. Tierra del Fuego, al amanecer, según testigos.",Delito informático,-34.621851,-58.391384,26/7/2023
2435,Vandalismo en un transporte público al amanecer 28070815,"Un hecho de vandalismo fue reportado en un transporte público en la calle Av. 9, en plena noche, según testigos.",Vandalismo,-34.602277,-58.507405,3/7/2021
2436,Robo en el centro de la ciudad al amanecer 8643687,"Un hecho de robo ocurrió en las afueras en la calle Calle Mendoza, al amanecer, según testigos.",Robo,-34.63201,-58.513378,22/8/2020
2437,Accidente de tránsito en una estación de servicio durante el fin de semana 43226270,"Un hecho de accidente de tránsito fue reportado en una estación de servicio en la calle Diagonal Rivadavia, a media tarde, según testigos.",Accidente de tránsito,-34.595389,-58.507648,5/7/2021
2438,Corrupción en un barrio residencial por la mañana 46569653,"Un hecho de corrupción fue captado por cámaras en el centro de la ciudad en la calle Diag. San Ferando del Valle de Catamarca, durante el fin de semana, según testigos.",Corrupción,-34.557927,-58.488577,27/10/2022
2439,Homicidio en una estación de servicio en plena hora pico 26997699,"Un hecho de homicidio tuvo lugar en un supermercado en la calle Calle 9, durante el fin de semana, según testigos.",Homicidio,-34.619443,-58.392511,6/7/2023
2440,Amenaza en una estación de servicio durante el fin de semana 72635801,"Un hecho de amenaza fue investigado en una zona turística en la calle Avenida San Salvador de Jujuy, a media tarde, según testigos.",Amenaza,-34.605671,-58.443705,27/6/2023
2441,Robo en un barrio residencial al amanecer 31936826,"Un hecho de robo fue captado por cámaras en un barrio residencial en la calle Avenida Chaco, durante el fin de semana, según testigos.",Robo,-34.577615,-58.456326,17/6/2024
2442,Corrupción en el centro de la ciudad durante el fin de semana 79030336,"Un hecho de corrupción fue captado por cámaras en una calle transitada en la calle Diagonal Mendoza, durante el fin de semana, según testigos.",Corrupción,-34.588443,-58.501792,7/7/2022
2443,Hurto en un transporte público por la mañana 89561448,"Un hecho de hurto motivó una llamada al 911 en un parque público en la calle Av. San Salvador de Jujuy, a media tarde, según testigos.",Hurto,-34.581137,-58.368501,8/9/2022
2444,Homicidio en una calle transitada al amanecer 12560186,"Un hecho de homicidio fue denunciado en el centro de la ciudad en la calle Av. 4, durante el fin de semana, según testigos.",Homicidio,-34.669987,-58.501069,20/8/2022
2445,Homicidio en las afueras en un día lluvioso 28502834,"Un hecho de homicidio se detectó en un parque público en la calle Av. Mar del Plata, durante el fin de semana, según testigos.",Homicidio,-34.551263,-58.488091,8/4/2022
2446,Corrupción en un supermercado en plena temporada de vacaciones 56574845,"Un hecho de corrupción ocurrió en el centro de la ciudad en la calle Av. La Plata, por la mañana, según testigos.",Corrupción,-34.569007,-58.449289,25/7/2024
2447,Robo en un parque público en un día lluvioso 80251896,"Un hecho de robo fue reportado en un transporte público en la calle Diagonal 6, durante el fin de semana, según testigos.",Robo,-34.641234,-58.523224,1/12/2020
2448,Violencia de género en una calle transitada en plena temporada de vacaciones 15545602,"Un hecho de violencia de género se detectó en el centro de la ciudad en la calle Blv. Chilecito, en plena hora pico, según testigos.",Violencia de género,-34.640646,-58.519545,16/3/2022
2449,Accidente de tránsito en un parque público en plena hora pico 82354357,"Un hecho de accidente de tránsito fue denunciado en un parque público en la calle Blv. Santiago del Estero, en plena hora pico, según testigos.",Accidente de tránsito,-34.630945,-58.476563,23/1/2021
2450,Delito informático en una estación de servicio en un día lluvioso 68034752,"Un hecho de delito informático fue reportado en una estación de servicio en la calle Avenida Tucumán, durante el fin de semana, según testigos.",Delito informático,-34.65412,-58.35133,5/8/2024
2451,Vandalismo en las afueras durante el fin de semana 91277518,"Un hecho de vandalismo tuvo lugar en un supermercado en la calle Av. Merlo, en plena hora pico, según testigos.",Vandalismo,-34.599616,-58.388996,6/8/2024
2452,Accidente de tránsito en un barrio residencial durante el fin de semana 81851236,"Un hecho de accidente de tránsito generó intervención policial en un parque público en la calle Diagonal 2, en plena temporada de vacaciones, según testigos.",Accidente de tránsito,-34.681688,-58.433526,26/12/2021
2453,Corrupción en una zona turística en plena hora pico 14037728,"Un hecho de corrupción fue captado por cámaras en un supermercado en la calle Av. Posadas, en un día lluvioso, según testigos.",Corrupción,-34.60463,-58.466251,24/4/2024
2454,Hurto en un barrio residencial en plena noche 44520119,"Un hecho de hurto fue investigado en un supermercado en la calle Avenida 4, en un día lluvioso, según testigos.",Hurto,-34.62948,-58.426946,15/6/2024
2455,Accidente de tránsito en el centro de la ciudad en un día lluvioso 16708571,"Un hecho de accidente de tránsito fue denunciado en un transporte público en la calle Calle Malvinas Argentinas, al amanecer, según testigos.",Accidente de tránsito,-34.612704,-58.480288,10/8/2022
2456,Robo en un parque público por la mañana 99919796,"Un hecho de robo ocurrió en un transporte público en la calle Avenida San Luis, por la mañana, según testigos.",Robo,-34.674062,-58.509729,3/6/2022
2457,Amenaza en un transporte público a media tarde 95492446,"Un hecho de amenaza fue reportado en una estación de servicio en la calle Avenida 9, por la mañana, según testigos.",Amenaza,-34.596587,-58.466147,14/10/2023
2458,Homicidio en una calle transitada en plena noche 47026934,"Un hecho de homicidio generó intervención policial en una zona turística en la calle Diag. 1, en plena noche, según testigos.",Homicidio,-34.584522,-58.400729,2/7/2021
2459,Vandalismo en un supermercado en un día lluvioso 14922516,"Un hecho de vandalismo fue reportado en el centro de la ciudad en la calle Diagonal 8, por la mañana, según testigos.",Vandalismo,-34.679865,-58.465045,15/3/2022
2460,Accidente de tránsito en una calle transitada en plena hora pico 75253418,"Un hecho de accidente de tránsito fue investigado en una estación de servicio en la calle Diag. Córdoba, al amanecer, según testigos.",Accidente de tránsito,-34.69037,-58.357437,19/10/2020
2461,Robo en un barrio residencial durante el fin de semana 544368,"Un hecho de robo ocurrió en un parque público en la calle Camino Salta, durante el fin de semana, según testigos.",Robo,-34.641346,-58.464003,4/5/2022
2462,Amenaza en un transporte público durante el fin de semana 7834476,"Un hecho de amenaza fue investigado en un supermercado en la calle Av. Neuquén, en un día lluvioso, según testigos.",Amenaza,-34.588578,-58.452032,16/7/2023
2463,Allanamiento en las afueras en plena noche 64191175,"Un hecho de allanamiento fue reportado en un supermercado en la calle Calle 6, al amanecer, según testigos.",Allanamiento,-34.611931,-58.352268,26/12/2024
2464,Estafa en una zona turística a media tarde 64371398,"Un hecho de estafa motivó una llamada al 911 en un parque público en la calle Avenida 9, en un día lluvioso, según testigos.",Estafa,-34.618512,-58.377275,6/2/2025
2465,Accidente de tránsito en las afueras al amanecer 47171778,"Un hecho de accidente de tránsito generó intervención policial en un supermercado en la calle Av. Buenos Aires, en plena temporada de vacaciones, según testigos.",Accidente de tránsito,-34.615037,-58.466023,5/3/2024
2466,Estafa en una calle transitada en un día lluvioso 91619625,"Un hecho de estafa tuvo lugar en un supermercado en la calle Av. Malvinas Argentinas, en plena noche, según testigos.",Estafa,-34.698636,-58.475699,28/3/2021
2467,Robo en un parque público en plena noche 61206021,"Un hecho de robo fue captado por cámaras en un supermercado en la calle Camino G. Brown, en plena hora pico, según testigos.",Robo,-34.606714,-58.482396,1/10/2024
2468,Hurto en un barrio residencial en plena noche 18215354,"Un hecho de hurto ocurrió en el centro de la ciudad en la calle Diagonal 8, durante el fin de semana, según testigos.",Hurto,-34.579245,-58.422715,18/9/2023
2469,Robo en una calle transitada a media tarde 90127376,"Un hecho de robo tuvo lugar en un parque público en la calle Avenida Santa Rosa, en plena hora pico, según testigos.",Robo,-34.62266,-58.387016,25/12/2021
2470,Vandalismo en un barrio residencial por la mañana 35969625,"Un hecho de vandalismo ocurrió en una zona turística en la calle Calle G. Brown, en plena noche, según testigos.",Vandalismo,-34.610539,-58.507667,29/11/2024
2471,Vandalismo en una estación de servicio en un día lluvioso 28215864,"Un hecho de vandalismo se detectó en una calle transitada en la calle Calle 7, a media tarde, según testigos.",Vandalismo,-34.67304,-58.378133,7/6/2024
2472,Estafa en un supermercado al amanecer 4266709,"Un hecho de estafa fue investigado en un transporte público en la calle Boulevard Misiones, al amanecer, según testigos.",Estafa,-34.661276,-58.466456,11/1/2021
2473,Corrupción en una estación de servicio por la mañana 17038235,"Un hecho de corrupción fue denunciado en una estación de servicio en la calle Av. 5, a media tarde, según testigos.",Corrupción,-34.68446,-58.419952,22/11/2021
2474,Accidente de tránsito en una zona turística durante el fin de semana 66121189,"Un hecho de accidente de tránsito motivó una llamada al 911 en una estación de servicio en la calle Blv. 9, en plena hora pico, según testigos.",Accidente de tránsito,-34.695143,-58.459291,31/1/2025
2475,Homicidio en una estación de servicio por la mañana 9123648,"Un hecho de homicidio se detectó en un barrio residencial en la calle Av. Córdoba, a media tarde, según testigos.",Homicidio,-34.659072,-58.444844,1/4/2022
2476,Estafa en un transporte público en plena temporada de vacaciones 60175368,"Un hecho de estafa fue reportado en una calle transitada en la calle Diagonal 3, a media tarde, según testigos.",Estafa,-34.603912,-58.411161,31/1/2022
2477,Violencia de género en un supermercado en plena temporada de vacaciones 4121162,"Un hecho de violencia de género se detectó en un parque público en la calle Avenida Formosa, durante el fin de semana, según testigos.",Violencia de género,-34.660959,-58.450376,8/10/2021
2478,Accidente de tránsito en un parque público en plena temporada de vacaciones 20195542,"Un hecho de accidente de tránsito se detectó en un supermercado en la calle Boulevard San Juan, al amanecer, según testigos.",Accidente de tránsito,-34.587654,-58.359409,13/11/2022
2479,Corrupción en las afueras en plena temporada de vacaciones 15739196,"Un hecho de corrupción se registró en una estación de servicio en la calle Boulevard 8, en plena noche, según testigos.",Corrupción,-34.654963,-58.402989,17/6/2023
2480,Delito informático en el centro de la ciudad en plena hora pico 51265397,"Un hecho de delito informático motivó una llamada al 911 en un transporte público en la calle Calle Santiago del Estero, en plena temporada de vacaciones, según testigos.",Delito informático,-34.579044,-58.436642,29/11/2023
2481,Amenaza en una calle transitada en plena temporada de vacaciones 3343823,"Un hecho de amenaza se detectó en un parque público en la calle Diagonal Saavedra, a media tarde, según testigos.",Amenaza,-34.552543,-58.454747,5/8/2022
2482,Robo en una calle transitada en un día lluvioso 86310986,"Un hecho de robo se detectó en las afueras en la calle Calle 6, durante el fin de semana, según testigos.",Robo,-34.691086,-58.417632,6/4/2021
2483,Delito informático en un supermercado por la mañana 92976110,"Un hecho de delito informático motivó una llamada al 911 en el centro de la ciudad en la calle Calle 161 B, en plena noche, según testigos.",Delito informático,-34.692312,-58.509771,27/1/2021
2484,Venta de drogas en una estación de servicio a media tarde 97892587,"Un hecho de venta de drogas generó intervención policial en una calle transitada en la calle Av. La Rioja, en plena noche, según testigos.",Venta de drogas,-34.58458,-58.362081,20/12/2020
2485,Robo en una calle transitada en un día lluvioso 49290865,"Un hecho de robo motivó una llamada al 911 en las afueras en la calle Calle Formosa, en plena hora pico, según testigos.",Robo,-34.650298,-58.512185,3/10/2023
2486,Allanamiento en un barrio residencial por la mañana 83362860,"Un hecho de allanamiento ocurrió en las afueras en la calle Av. 8, durante el fin de semana, según testigos.",Allanamiento,-34.562581,-58.396607,11/8/2023
2487,Vandalismo en un barrio residencial durante el fin de semana 3900466,"Un hecho de vandalismo generó intervención policial en una calle transitada en la calle Avenida La Rioja, durante el fin de semana, según testigos.",Vandalismo,-34.683928,-58.513335,5/10/2024
2488,Allanamiento en un barrio residencial durante el fin de semana 20911564,"Un hecho de allanamiento tuvo lugar en una estación de servicio en la calle Diagonal Río Gallegos, en plena temporada de vacaciones, según testigos.",Allanamiento,-34.62862,-58.479495,9/7/2023
2489,Robo en una calle transitada a media tarde 5244334,"Un hecho de robo motivó una llamada al 911 en el centro de la ciudad en la calle Blv. 4, a media tarde, según testigos.",Robo,-34.644606,-58.472104,10/4/2021
2490,Allanamiento en un supermercado en plena temporada de vacaciones 42679185,"Un hecho de allanamiento fue denunciado en una estación de servicio en la calle Diagonal San Juan, en plena temporada de vacaciones, según testigos.",Allanamiento,-34.618959,-58.444395,24/3/2024
2491,Accidente de tránsito en una calle transitada por la mañana 82174609,"Un hecho de accidente de tránsito motivó una llamada al 911 en las afueras en la calle Diagonal Neuquén, en plena hora pico, según testigos.",Accidente de tránsito,-34.681764,-58.446719,12/8/2022
2492,Delito informático en un parque público por la mañana 8576348,"Un hecho de delito informático ocurrió en las afueras en la calle Boulevard 2, en plena temporada de vacaciones, según testigos.",Delito informático,-34.609828,-58.432419,24/6/2022
2493,Corrupción en un barrio residencial en un día lluvioso 58436399,"Un hecho de corrupción motivó una llamada al 911 en un transporte público en la calle Calle 1, a media tarde, según testigos.",Corrupción,-34.565336,-58.51104,15/12/2023
2494,Violencia de género en una estación de servicio al amanecer 11717594,"Un hecho de violencia de género ocurrió en un parque público en la calle Diagonal 5, al amanecer, según testigos.",Violencia de género,-34.622338,-58.445774,27/11/2024
